clips/audio_1.wav|There is a really old blog entry from Twi-lee-oh about testing the T T S in browser|There is a really old blog entry from Twi-lee-oh about testing the T T S in browser
clips/audio_970.wav|As of December 2022update, C ranked third on the TIOBE index, surpassing Java for the first time in the history of the index|As of December 2022update, C ranked third on the TIOBE index, surpassing Java for the first time in the history of the index
clips/audio_971.wav|It ranks third, after Python and C.31|It ranks third, after Python and C.31
clips/audio_972.wav|According to Stroustrup, "the name signifies the evolutionary nature of the changes from C."32 This name is credited to Rick Mascitti mid-198323 and was first used in December 1983|According to Stroustrup, "the name signifies the evolutionary nature of the changes from C."32 This name is credited to Rick Mascitti mid-198323 and was first used in December 1983
clips/audio_973.wav|When Mascitti was questioned informally in 1992 about the naming, he indicated that it was given in a tongue-in-cheek spirit|When Mascitti was questioned informally in 1992 about the naming, he indicated that it was given in a tongue-in-cheek spirit
clips/audio_974.wav|During C's development period, the language had been referred to as "new C" and "C with Classes"2333 before acquiring its final name.|During C's development period, the language had been referred to as "new C" and "C with Classes"2333 before acquiring its final name.
clips/audio_975.wav|Throughout C's life, its development and evolution has been guided by a set of principles22|Throughout C's life, its development and evolution has been guided by a set of principles22
clips/audio_976.wav|In 1998, the ISO working group standardized C for the first time as ISOIEC 148821998, which is informally known as C98|In 1998, the ISO working group standardized C for the first time as ISOIEC 148821998, which is informally known as C98
clips/audio_977.wav|The next major revision of the standard was informally referred to as "C0x", but it was not released until 2011.39 C11 148822011 included many additions to both the core language and the standard library.36|The next major revision of the standard was informally referred to as "C0x", but it was not released until 2011.39 C11 148822011 included many additions to both the core language and the standard library.36
clips/audio_978.wav|After C14, a major revision C17, informally known as C1z, was completed by the ISO C committee in mid July 2017 and was approved and published in December 2017.42|After C14, a major revision C17, informally known as C1z, was completed by the ISO C committee in mid July 2017 and was approved and published in December 2017.42
clips/audio_979.wav|Stroustrup describes C as "a light-weight abstraction programming language designed for building and using efficient and elegant abstractions"15 and "offering both hardware access and abstraction is the basis of C|Stroustrup describes C as "a light-weight abstraction programming language designed for building and using efficient and elegant abstractions"15 and "offering both hardware access and abstraction is the basis of C
clips/audio_980.wav|Doing it efficiently is what distinguishes it from other languages."60|Doing it efficiently is what distinguishes it from other languages."60
clips/audio_981.wav|A hello world program that conforms to the C standard is also a valid C hello word program|A hello world program that conforms to the C standard is also a valid C hello word program
clips/audio_982.wav|The exact order of creation is not specified by the standard though there are some rules defined below to allow implementations some freedom in how to organize their implementation|The exact order of creation is not specified by the standard though there are some rules defined below to allow implementations some freedom in how to organize their implementation
clips/audio_983.wav|More formally, objects of this type have a lifespan that "shall last for the duration of the program".64|More formally, objects of this type have a lifespan that "shall last for the duration of the program".64
clips/audio_984.wav|First, "static initialization" is performed, and only after all static initialization is performed, "dynamic initialization" is performed|First, "static initialization" is performed, and only after all static initialization is performed, "dynamic initialization" is performed
clips/audio_985.wav|Member variables are created when the parent object is created|Member variables are created when the parent object is created
clips/audio_986.wav|Array members are initialized from 0 to the last member of the array in order|Array members are initialized from 0 to the last member of the array in order
clips/audio_987.wav|Member variables are destroyed when the parent object is destroyed in the reverse order of creation|Member variables are destroyed when the parent object is destroyed in the reverse order of creation
clips/audio_988.wav|If the parent is an "automatic object" then it will be destroyed when it goes out of scope which triggers the destruction of all its members.|If the parent is an "automatic object" then it will be destroyed when it goes out of scope which triggers the destruction of all its members.
clips/audio_989.wav|The C Core Guidelines advise against using new directly for creating dynamic objects in favor of smart pointers through make_uniqueT for single ownership and make_sharedT for reference-counted multiple ownership,68 which were introduced in C11.|The C Core Guidelines advise against using new directly for creating dynamic objects in favor of smart pointers through make_uniqueT for single ownership and make_sharedT for reference-counted multiple ownership,68 which were introduced in C11.
clips/audio_990.wav|Templates are aware of the semantics and type system of their companion language, as well as all compile-time type definitions, and can perform high-level operations including programmatic flow control based on evaluation of strictly type-checked parameters|Templates are aware of the semantics and type system of their companion language, as well as all compile-time type definitions, and can perform high-level operations including programmatic flow control based on evaluation of strictly type-checked parameters
clips/audio_991.wav|Macros are capable of conditional control over compilation based on predetermined criteria, but cannot instantiate new types, recurse, or perform type evaluation and in effect are limited to pre-compilation text-substitution and text-inclusionexclusion|Macros are capable of conditional control over compilation based on predetermined criteria, but cannot instantiate new types, recurse, or perform type evaluation and in effect are limited to pre-compilation text-substitution and text-inclusionexclusion
clips/audio_992.wav|In other words, macros can control compilation flow based on pre-defined symbols but cannot, unlike templates, independently instantiate new symbols|In other words, macros can control compilation flow based on pre-defined symbols but cannot, unlike templates, independently instantiate new symbols
clips/audio_993.wav|In addition, templates are a compile-time mechanism in C that is Turing-complete, meaning that any computation expressible by a computer program can be computed, in some form, by a template metaprogram before runtime.|In addition, templates are a compile-time mechanism in C that is Turing-complete, meaning that any computation expressible by a computer program can be computed, in some form, by a template metaprogram before runtime.
clips/audio_994.wav|After instantiation, the resulting code is equivalent to code written specifically for the passed arguments|After instantiation, the resulting code is equivalent to code written specifically for the passed arguments
clips/audio_995.wav|In this manner, templates provide a way to decouple generic, broadly applicable aspects of functions and classes encoded in templates from specific aspects encoded in template parameters without sacrificing performance due to abstraction.|In this manner, templates provide a way to decouple generic, broadly applicable aspects of functions and classes encoded in templates from specific aspects encoded in template parameters without sacrificing performance due to abstraction.
clips/audio_996.wav|One distinguishing feature of C classes compared to classes in other programming languages is support for deterministic destructors, which in turn provide support for the Resource Acquisition is Initialization RAII concept.|One distinguishing feature of C classes compared to classes in other programming languages is support for deterministic destructors, which in turn provide support for the Resource Acquisition is Initialization RAII concept.
clips/audio_997.wav|Encapsulation is the hiding of information to ensure that data structures and operators are used as intended and to make the usage model more obvious to the developer|Encapsulation is the hiding of information to ensure that data structures and operators are used as intended and to make the usage model more obvious to the developer
clips/audio_998.wav|Within a class, members can be declared as either public, protected, or private to explicitly enforce encapsulation|Within a class, members can be declared as either public, protected, or private to explicitly enforce encapsulation
clips/audio_999.wav|A public member of the class is accessible to any function|A public member of the class is accessible to any function
clips/audio_1000.wav|A private member is accessible only to functions that are members of that class and to functions and classes explicitly granted access permission by the class "friends"|A private member is accessible only to functions that are members of that class and to functions and classes explicitly granted access permission by the class "friends"
clips/audio_1001.wav|A protected member is accessible to members of classes that inherit from the class in addition to the class itself and any friends.|A protected member is accessible to members of classes that inherit from the class in addition to the class itself and any friends.
clips/audio_1002.wav|C supports this principle via member functions and friend functions, but it does not enforce it|C supports this principle via member functions and friend functions, but it does not enforce it
clips/audio_1003.wav|Inheritance allows one data type to acquire properties of other data types|Inheritance allows one data type to acquire properties of other data types
clips/audio_1004.wav|This access specifier determines whether unrelated and derived classes can access the inherited public and protected members of the base class|This access specifier determines whether unrelated and derived classes can access the inherited public and protected members of the base class
clips/audio_1005.wav|The other two forms are much less frequently used|The other two forms are much less frequently used
clips/audio_1006.wav|Virtual inheritance ensures that only one instance of a base class exists in the inheritance graph, avoiding some of the ambiguity problems of multiple inheritance.|Virtual inheritance ensures that only one instance of a base class exists in the inheritance graph, avoiding some of the ambiguity problems of multiple inheritance.
clips/audio_1007.wav|Some other languages, such as C or Java, accomplish something similar although more limited by allowing inheritance of multiple interfaces while restricting the number of base classes to one interfaces, unlike classes, provide only declarations of member functions, no implementation or member data|Some other languages, such as C or Java, accomplish something similar although more limited by allowing inheritance of multiple interfaces while restricting the number of base classes to one interfaces, unlike classes, provide only declarations of member functions, no implementation or member data
clips/audio_1008.wav|The member functions of such an abstract base class are normally explicitly defined in the derived class, not inherited implicitly|The member functions of such an abstract base class are normally explicitly defined in the derived class, not inherited implicitly
clips/audio_1009.wav|C virtual inheritance exhibits an ambiguity resolution feature called dominance.|C virtual inheritance exhibits an ambiguity resolution feature called dominance.
clips/audio_1010.wav|Almost all operators can be overloaded for user-defined types, with a few notable exceptions such as member access|Almost all operators can be overloaded for user-defined types, with a few notable exceptions such as member access
clips/audio_1011.wav|The rich set of overloadable operators is central to making user-defined types in C seem like built-in types.|The rich set of overloadable operators is central to making user-defined types in C seem like built-in types.
clips/audio_1012.wav|Overloading an operator does not change the precedence of calculations involving the operator, nor does it change the number of operands that the operator uses any operand may however be ignored by the operator, though it will be evaluated prior to execution|Overloading an operator does not change the precedence of calculations involving the operator, nor does it change the number of operands that the operator uses any operand may however be ignored by the operator, though it will be evaluated prior to execution
clips/audio_1013.wav|Overloaded "" and "" operators lose their short-circuit evaluation property.|Overloaded "" and "" operators lose their short-circuit evaluation property.
clips/audio_1014.wav|Compile-time polymorphism does not allow for certain run-time decisions, while runtime polymorphism typically incurs a performance penalty.|Compile-time polymorphism does not allow for certain run-time decisions, while runtime polymorphism typically incurs a performance penalty.
clips/audio_1015.wav|The functions are distinguished by the number or types of their formal parameters|The functions are distinguished by the number or types of their formal parameters
clips/audio_1016.wav|The type returned by the function is not used to distinguish overloaded functions and differing return types would result in a compile-time error message.|The type returned by the function is not used to distinguish overloaded functions and differing return types would result in a compile-time error message.
clips/audio_1017.wav|In many cases, specifying default arguments in a single function declaration is preferable to providing overloaded function definitions with different numbers of parameters.|In many cases, specifying default arguments in a single function declaration is preferable to providing overloaded function definitions with different numbers of parameters.
clips/audio_1018.wav|In particular, through the curiously recurring template pattern, it is possible to implement a form of static polymorphism that closely mimics the syntax for overriding virtual functions|In particular, through the curiously recurring template pattern, it is possible to implement a form of static polymorphism that closely mimics the syntax for overriding virtual functions
clips/audio_1019.wav|Upcasting, conversion to a more general type, can always be checkedperformed at compile-time via static_cast, as ancestral classes are specified in the derived class's interface, visible to all callers. dynamic_cast relies on run-time type information RTTI, metadata in the program that enables differentiating types and their relationships|Upcasting, conversion to a more general type, can always be checkedperformed at compile-time via static_cast, as ancestral classes are specified in the derived class's interface, visible to all callers. dynamic_cast relies on run-time type information RTTI, metadata in the program that enables differentiating types and their relationships
clips/audio_1020.wav|A given function is overridden when there exists no difference in the number or type of parameters between two or more definitions of that function|A given function is overridden when there exists no difference in the number or type of parameters between two or more definitions of that function
clips/audio_1021.wav|Virtual member functions or methods72 allow the most specific implementation of the function to be called, according to the actual run-time type of the object|Virtual member functions or methods72 allow the most specific implementation of the function to be called, according to the actual run-time type of the object
clips/audio_1022.wav|In addition to standard member functions, operator overloads and destructors can be virtual|In addition to standard member functions, operator overloads and destructors can be virtual
clips/audio_1023.wav|A member function can also be made "pure virtual" by appending it with  0 after the closing parenthesis and before the semicolon|A member function can also be made "pure virtual" by appending it with  0 after the closing parenthesis and before the semicolon
clips/audio_1024.wav|A program that attempts to create an object of a class with a pure virtual member function or inherited pure virtual member function is ill-formed.|A program that attempts to create an object of a class with a pure virtual member function or inherited pure virtual member function is ill-formed.
clips/audio_1025.wav|C provides support for anonymous functions, also known as lambda expressions, with the following form|C provides support for anonymous functions, also known as lambda expressions, with the following form
clips/audio_1026.wav|Since C20, the keyword template is optional for template parameters of lambda expressions|Since C20, the keyword template is optional for template parameters of lambda expressions
clips/audio_1027.wav|If the lambda takes no parameters, and no return type or other specifiers are used, the  can be omitted that is,|If the lambda takes no parameters, and no return type or other specifiers are used, the  can be omitted that is,
clips/audio_1028.wav|The return type of a lambda expression can be automatically inferred, if possible e.g.|The return type of a lambda expression can be automatically inferred, if possible e.g.
clips/audio_1029.wav|Such lambda expressions are defined in the standard as syntactic sugar for an unnamed function object.|Such lambda expressions are defined in the standard as syntactic sugar for an unnamed function object.
clips/audio_1030.wav|Exception handling is used to communicate the existence of a runtime problem or error from where it was detected to where the issue can be handled.73 It permits this to be done in a uniform manner and separately from the main code, while detecting all errors.74 Should an error occur, an exception is thrown raised, which is then caught by the nearest suitable exception handler|Exception handling is used to communicate the existence of a runtime problem or error from where it was detected to where the issue can be handled.73 It permits this to be done in a uniform manner and separately from the main code, while detecting all errors.74 Should an error occur, an exception is thrown raised, which is then caught by the nearest suitable exception handler
clips/audio_1031.wav|The exception causes the current scope to be exited, and also each outer scope propagation until a suitable handler is found, calling in turn the destructors of any objects in these exited scopes.75 At the same time, an exception is presented as an object carrying the data about the detected problem.76|The exception causes the current scope to be exited, and also each outer scope propagation until a suitable handler is found, calling in turn the destructors of any objects in these exited scopes.75 At the same time, an exception is presented as an object carrying the data about the detected problem.76
clips/audio_1032.wav|Some C style guides, such as Google's,77 LLVM's,78 and Qt's,79 forbid the usage of exceptions.|Some C style guides, such as Google's,77 LLVM's,78 and Qt's,79 forbid the usage of exceptions.
clips/audio_1033.wav|One such example is a critical component of an embedded system, where every operation must be guaranteed to complete within a specified amount of time|One such example is a critical component of an embedded system, where every operation must be guaranteed to complete within a specified amount of time
clips/audio_1034.wav|This cannot be determined with exceptions as no tools exist to determine the maximum time required for an exception to be handled.81|This cannot be determined with exceptions as no tools exist to determine the maximum time required for an exception to be handled.81
clips/audio_1035.wav|Also as with structs, the C enum keyword is combined with a typedef, so that instead of naming the type enum name, simply name it name|Also as with structs, the C enum keyword is combined with a typedef, so that instead of naming the type enum name, simply name it name
clips/audio_1036.wav|Another feature of scoped enumerations is that the enumerators do not leak, so usage requires prefixing with the name of the enumeration e.g., ColorRed for the first enumerator in the example below, unless a using enum declaration introduced in C20 has been used to bring the enumerators into the current scope|Another feature of scoped enumerations is that the enumerators do not leak, so usage requires prefixing with the name of the enumeration e.g., ColorRed for the first enumerator in the example below, unless a using enum declaration introduced in C20 has been used to bring the enumerators into the current scope
clips/audio_1037.wav|C programmers expect the latter on every major implementation of C it includes aggregate types vectors, lists, maps, sets, queues, stacks, arrays, tuples, algorithms find, for_each, binary_search, random_shuffle, etc., inputoutput facilities iostream, for reading from and writing to the console and files, filesystem library, localisation support, smart pointers for automatic memory management, regular expression support, multi-threading library, atomics support allowing a variable to be read or written to by at most one thread at a time without any external synchronisation, time utilities measurement, getting current time, etc., a system for converting error reporting that does not use C exceptions into C exceptions, a random number generator, and a slightly modified version of the C standard library to make it comply with the C type system.|C programmers expect the latter on every major implementation of C it includes aggregate types vectors, lists, maps, sets, queues, stacks, arrays, tuples, algorithms find, for_each, binary_search, random_shuffle, etc., inputoutput facilities iostream, for reading from and writing to the console and files, filesystem library, localisation support, smart pointers for automatic memory management, regular expression support, multi-threading library, atomics support allowing a variable to be read or written to by at most one thread at a time without any external synchronisation, time utilities measurement, getting current time, etc., a system for converting error reporting that does not use C exceptions into C exceptions, a random number generator, and a slightly modified version of the C standard library to make it comply with the C type system.
clips/audio_1038.wav|Useful tools provided by the STL include containers as the collections of objects such as vectors and lists, iterators that provide array-like access to containers, and algorithms that perform operations such as searching and sorting.|Useful tools provided by the STL include containers as the collections of objects such as vectors and lists, iterators that provide array-like access to containers, and algorithms that perform operations such as searching and sorting.
clips/audio_1039.wav|When he started with C, he finally found a language where it was possible to create generic algorithms e.g., STL sort that perform even better than, for example, the C standard library qsort, thanks to C features like using inlining and compile-time binding instead of function pointers|When he started with C, he finally found a language where it was possible to create generic algorithms e.g., STL sort that perform even better than, for example, the C standard library qsort, thanks to C features like using inlining and compile-time binding instead of function pointers
clips/audio_1040.wav|The standard does not refer to it as "STL", as it is merely a part of the standard library, but the term is still widely used to distinguish it from the rest of the standard library inputoutput streams, internationalization, diagnostics, the C library subset, etc..82|The standard does not refer to it as "STL", as it is merely a part of the standard library, but the term is still widely used to distinguish it from the rest of the standard library inputoutput streams, internationalization, diagnostics, the C library subset, etc..82
clips/audio_1041.wav|Most C compilers, and all major ones, provide a standards-conforming implementation of the C standard library.|Most C compilers, and all major ones, provide a standards-conforming implementation of the C standard library.
clips/audio_1042.wav|The C Core Guidelines83 are an initiative led by Bjarne Stroustrup, the inventor of C, and Herb Sutter, the convener and chair of the C ISO Working Group, to help programmers write 'Modern C' by using best practices for the language standards C11 and newer, and to help developers of compilers and static checking tools to create rules for catching bad programming practices.|The C Core Guidelines83 are an initiative led by Bjarne Stroustrup, the inventor of C, and Herb Sutter, the convener and chair of the C ISO Working Group, to help programmers write 'Modern C' by using best practices for the language standards C11 and newer, and to help developers of compilers and static checking tools to create rules for catching bad programming practices.
clips/audio_1043.wav|The Core Guidelines were announced84 in the opening keynote at CPPCon 2015.|The Core Guidelines were announced84 in the opening keynote at CPPCon 2015.
clips/audio_1044.wav|The Guidelines are accompanied by the Guideline Support Library GSL,85 a header only library of types and functions to implement the Core Guidelines and static checker tools for enforcing Guideline rules.86|The Guidelines are accompanied by the Guideline Support Library GSL,85 a header only library of types and functions to implement the Core Guidelines and static checker tools for enforcing Guideline rules.86
clips/audio_1045.wav|On the other hand, C99 introduced a number of new features that C did not support that were incompatible or redundant in C, such as variable-length arrays, native complex-number types however, the stdcomplex class in the C standard library provides similar functionality, although not code-compatible, designated initializers, compound literals, and the restrict keyword.89 Some of the C99-introduced features were included in the subsequent version of the C standard, C11 out of those which were not redundant.909192 However, the C11 standard introduces new incompatibilities, such as disallowing assignment of a string literal to a character pointer, which remains valid C.|On the other hand, C99 introduced a number of new features that C did not support that were incompatible or redundant in C, such as variable-length arrays, native complex-number types however, the stdcomplex class in the C standard library provides similar functionality, although not code-compatible, designated initializers, compound literals, and the restrict keyword.89 Some of the C99-introduced features were included in the subsequent version of the C standard, C11 out of those which were not redundant.909192 However, the C11 standard introduces new incompatibilities, such as disallowing assignment of a string literal to a character pointer, which remains valid C.
clips/audio_1046.wav|One of the most often criticized points of C is its perceived complexity as a language, with the criticism that a large number of non-orthogonal features in practice necessitates restricting code to a subset of C, thus eschewing the readability benefits of common style and idioms|One of the most often criticized points of C is its perceived complexity as a language, with the criticism that a large number of non-orthogonal features in practice necessitates restricting code to a subset of C, thus eschewing the readability benefits of common style and idioms
clips/audio_1047.wav|And it's obviously built by a committee. Stroustrup campaigned for years and years and years, way beyond any sort of technical contributions he made to the language, to get it adopted and used|And it's obviously built by a committee. Stroustrup campaigned for years and years and years, way beyond any sort of technical contributions he made to the language, to get it adopted and used
clips/audio_1048.wav|C has been enormously influential|C has been enormously influential
clips/audio_1049.wav|Structured Query Language S Q L pronounced S-Q-L historically "sequel"45 is a domain-specific language used to manage data, especially in a relational database management system RDBMS|Structured Query Language S Q L pronounced S-Q-L historically "sequel"45 is a domain-specific language used to manage data, especially in a relational database management system RDBMS
clips/audio_1050.wav|Introduced in the 1970s, S Q L offered two main advantages over older readwrite A P Is such as ISAM or VSAM|Introduced in the 1970s, S Q L offered two main advantages over older readwrite A P Is such as ISAM or VSAM
clips/audio_1051.wav|Originally based upon relational algebra and tuple relational calculus, S Q L consists of many types of statements,6 which may be informally classed as sublanguages, commonly Data query Language DQL, Data Definition Language DDL, Data Control Language DCL, and Data Manipulation Language DML.7|Originally based upon relational algebra and tuple relational calculus, S Q L consists of many types of statements,6 which may be informally classed as sublanguages, commonly Data query Language DQL, Data Definition Language DDL, Data Control Language DCL, and Data Manipulation Language DML.7
clips/audio_1052.wav|The scope of S Q L includes data query, data manipulation insert, update, and delete, data definition schema creation and modification, and data access control|The scope of S Q L includes data query, data manipulation insert, update, and delete, data definition schema creation and modification, and data access control
clips/audio_1053.wav|Although S Q L is essentially a declarative language 4GL, it also includes procedural elements.|Although S Q L is essentially a declarative language 4GL, it also includes procedural elements.
clips/audio_1054.wav|S Q L was one of the first commercial languages to use Edgar F|S Q L was one of the first commercial languages to use Edgar F
clips/audio_1055.wav|The model was described in his influential 1970 paper, "A Relational Model of Data for Large Shared Data Banks".8  Despite not entirely adhering to the relational model as described by Codd, S Q L became the most widely used database language.910|The model was described in his influential 1970 paper, "A Relational Model of Data for Large Shared Data Banks".8  Despite not entirely adhering to the relational model as described by Codd, S Q L became the most widely used database language.910
clips/audio_1056.wav|S Q L became a standard of the American National Standards Institute ANSI in 1986 and of the International Organization for Standardization ISO in 1987.11 Since then, the standard has been revised multiple times to include a larger set of features and incorporate common extensions|S Q L became a standard of the American National Standards Institute ANSI in 1986 and of the International Organization for Standardization ISO in 1987.11 Since then, the standard has been revised multiple times to include a larger set of features and incorporate common extensions
clips/audio_1057.wav|Despite the existence of standards, virtually no implementations in existence adhere to it fully, and most S Q L code requires at least some changes before being ported to different database systems.|Despite the existence of standards, virtually no implementations in existence adhere to it fully, and most S Q L code requires at least some changes before being ported to different database systems.
clips/audio_1058.wav|S Q L was initially developed at IBM by Donald D|S Q L was initially developed at IBM by Donald D
clips/audio_1059.wav|Chamberlin and Raymond F|Chamberlin and Raymond F
clips/audio_1060.wav|Chamberlin and Boyce's first attempt at a relational database language was SQUARE Specifying Queries in A Relational Environment, but it was difficult to use due to subscriptsuperscript notation|Chamberlin and Boyce's first attempt at a relational database language was SQUARE Specifying Queries in A Relational Environment, but it was difficult to use due to subscriptsuperscript notation
clips/audio_1061.wav|After moving to the San Jose Research Laboratory in 1973, they began work on a sequel to SQUARE.12 The original name SEQUEL,  which is widely regarded as a pun on QUEL, the query language of Ingres,14 was later changed to S Q L dropping the vowels because "SEQUEL" was a trademark of the UK-based Hawker Siddeley Dynamics Engineering Limited company.15  The label S Q L later became the acronym for Structured Query Language.|After moving to the San Jose Research Laboratory in 1973, they began work on a sequel to SQUARE.12 The original name SEQUEL,  which is widely regarded as a pun on QUEL, the query language of Ingres,14 was later changed to S Q L dropping the vowels because "SEQUEL" was a trademark of the UK-based Hawker Siddeley Dynamics Engineering Limited company.15  The label S Q L later became the acronym for Structured Query Language.
clips/audio_1062.wav|After testing S Q L at customer test sites to determine the usefulness and practicality of the system, IBM began developing commercial products based on their System R prototype, including System38, S Q LDS, and IBM Db2, which were commercially available in 1979, 1981, and 1983, respectively.16|After testing S Q L at customer test sites to determine the usefulness and practicality of the system, IBM began developing commercial products based on their System R prototype, including System38, S Q LDS, and IBM Db2, which were commercially available in 1979, 1981, and 1983, respectively.16
clips/audio_1063.wav|now Oracle Corporation saw the potential of the concepts described by Codd, Chamberlin, and Boyce, and developed their own S Q L-based RDBMS with aspirations of selling it to the U.S|now Oracle Corporation saw the potential of the concepts described by Codd, Chamberlin, and Boyce, and developed their own S Q L-based RDBMS with aspirations of selling it to the U.S
clips/audio_1064.wav|In June 1979, Relational Software introduced one of the first commercially available implementations of S Q L, Oracle V2 Version2 for VAX computers.|In June 1979, Relational Software introduced one of the first commercially available implementations of S Q L, Oracle V2 Version2 for VAX computers.
clips/audio_1065.wav|By 1986, ANSI and ISO standard groups officially adopted the standard "Database Language S Q L" language definition|By 1986, ANSI and ISO standard groups officially adopted the standard "Database Language S Q L" language definition
clips/audio_1066.wav|The S Q L language is subdivided into several language elements, including|The S Q L language is subdivided into several language elements, including
clips/audio_1067.wav|S Q L is designed for a specific purpose to query data contained in a relational database|S Q L is designed for a specific purpose to query data contained in a relational database
clips/audio_1068.wav|S Q L is a set-based, declarative programming language, not an imperative programming language like C or BASIC|S Q L is a set-based, declarative programming language, not an imperative programming language like C or BASIC
clips/audio_1069.wav|However, extensions to Standard S Q L add procedural programming language functionality, such as control-of-flow constructs.|However, extensions to Standard S Q L add procedural programming language functionality, such as control-of-flow constructs.
clips/audio_1070.wav|In addition to the standard S Q LPSM extensions and proprietary S Q L extensions, procedural and object-oriented programmability is available on many S Q L platforms via DBMS integration with other languages|In addition to the standard S Q LPSM extensions and proprietary S Q L extensions, procedural and object-oriented programmability is available on many S Q L platforms via DBMS integration with other languages
clips/audio_1071.wav|The S Q L standard defines S Q LJRT extensions S Q L Routines and Types for the Java Programming Language to support Java code in S Q L databases|The S Q L standard defines S Q LJRT extensions S Q L Routines and Types for the Java Programming Language to support Java code in S Q L databases
clips/audio_1072.wav|Microsoft S Q L Server two hundred5 uses the S Q LCLR S Q L Server Common Language Runtime to host managed .NET assemblies in the database, while prior versions of S Q L Server were restricted to unmanaged extended stored procedures primarily written in C|Microsoft S Q L Server two hundred5 uses the S Q LCLR S Q L Server Common Language Runtime to host managed .NET assemblies in the database, while prior versions of S Q L Server were restricted to unmanaged extended stored procedures primarily written in C
clips/audio_1073.wav|PostgreS Q L lets users write functions in a wide variety of languagesincluding Perl, Python, Tcl, Java-Script PLV8 and C.19|PostgreS Q L lets users write functions in a wide variety of languagesincluding Perl, Python, Tcl, Java-Script PLV8 and C.19
clips/audio_1074.wav|S Q L implementations are incompatible between vendors and do not necessarily completely follow standards|S Q L implementations are incompatible between vendors and do not necessarily completely follow standards
clips/audio_1075.wav|PostgreS Q L20 and Mimer S Q L21 strive for standards compliance, though PostgreS Q L does not adhere to the standard in all cases|PostgreS Q L20 and Mimer S Q L21 strive for standards compliance, though PostgreS Q L does not adhere to the standard in all cases
clips/audio_1076.wav|For example, the folding of unquoted names to lower case in PostgreS Q L is incompatible with the S Q L standard,22 which says that unquoted names should be folded to upper case.23 Thus, according to the standard, Foo should be equivalent to FOO, not foo.|For example, the folding of unquoted names to lower case in PostgreS Q L is incompatible with the S Q L standard,22 which says that unquoted names should be folded to upper case.23 Thus, according to the standard, Foo should be equivalent to FOO, not foo.
clips/audio_1077.wav|Popular implementations of S Q L commonly omit support for basic features of Standard S Q L, such as the DATE or TIME data types|Popular implementations of S Q L commonly omit support for basic features of Standard S Q L, such as the DATE or TIME data types
clips/audio_1078.wav|The most obvious such examples, and incidentally the most popular commercial and proprietary S Q L DBMSs, are Oracle whose DATE behaves as DATETIME,2425 and lacks a TIME type26 and MS S Q L Server before the two hundred8 version|The most obvious such examples, and incidentally the most popular commercial and proprietary S Q L DBMSs, are Oracle whose DATE behaves as DATETIME,2425 and lacks a TIME type26 and MS S Q L Server before the two hundred8 version
clips/audio_1079.wav|As a result, S Q L code can rarely be ported between database systems without modifications.|As a result, S Q L code can rarely be ported between database systems without modifications.
clips/audio_1080.wav|S Q L was adopted as a standard by the ANSI in 1986 as S Q L-8628 and the ISO in 1987.11 It is maintained by ISOIEC JTC 1, Information technology, Subcommittee SC 32, Data management and interchange.|S Q L was adopted as a standard by the ANSI in 1986 as S Q L-8628 and the ISO in 1987.11 It is maintained by ISOIEC JTC 1, Information technology, Subcommittee SC 32, Data management and interchange.
clips/audio_1081.wav|Until 1996, the National Institute of Standards and Technology NIST data-management standards program certified S Q L DBMS compliance with the S Q L standard|Until 1996, the National Institute of Standards and Technology NIST data-management standards program certified S Q L DBMS compliance with the S Q L standard
clips/audio_1082.wav|The original standard declared that the official pronunciation for "S Q L" was an initialism ˌɛsˌkjuːˈɛl "ess cue el".9 Regardless, many English-speaking database professionals including Donald Chamberlin himself30 use the acronym-like pronunciation of ˈsiːkwəl "sequel",31 mirroring the language's prerelease development name, "SEQUEL".131530 The S Q L standard has gone through a number of revisions|The original standard declared that the official pronunciation for "S Q L" was an initialism ˌɛsˌkjuːˈɛl "ess cue el".9 Regardless, many English-speaking database professionals including Donald Chamberlin himself30 use the acronym-like pronunciation of ˈsiːkwəl "sequel",31 mirroring the language's prerelease development name, "SEQUEL".131530 The S Q L standard has gone through a number of revisions
clips/audio_1083.wav|ISOIEC 9075 is complemented by ISOIEC 13249 S Q L Multimedia and Application Packages and some Technical reports.|ISOIEC 9075 is complemented by ISOIEC 13249 S Q L Multimedia and Application Packages and some Technical reports.
clips/audio_1084.wav|A distinction should be made between alternatives to S Q L as a language, and alternatives to the relational model itself|A distinction should be made between alternatives to S Q L as a language, and alternatives to the relational model itself
clips/audio_1085.wav|Below are proposed relational alternatives to the S Q L language|Below are proposed relational alternatives to the S Q L language
clips/audio_1086.wav|See navigational database and NoS Q L for alternatives to the relational model.|See navigational database and NoS Q L for alternatives to the relational model.
clips/audio_1087.wav|DRDA enables network-connected relational databases to cooperate to fulfill S Q L requests.4142|DRDA enables network-connected relational databases to cooperate to fulfill S Q L requests.4142
clips/audio_1088.wav|An interactive user or program can issue S Q L statements to a local RDB and receive tables of data and status indicators in reply from remote RDBs|An interactive user or program can issue S Q L statements to a local RDB and receive tables of data and status indicators in reply from remote RDBs
clips/audio_1089.wav|S Q L statements can also be compiled and stored in remote RDBs as packages and then invoked by package name|S Q L statements can also be compiled and stored in remote RDBs as packages and then invoked by package name
